tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineBackup_No internet service,DeviceProtection_No internet service,TechSupport_No internet service,StreamingTV_No internet service,StreamingMovies_No internet service,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Electronic check,tenure_years,loyalty_score,payment_risk_factor,MonthlyCharges_x_TotalCharges,MonthlyCharges TotalCharges,Churn,customerID
-1.2774445836787656,-1.1603229160349193,-0.9926672209068343,False,False,False,False,False,False,False,False,False,False,True,True,0.08333333333333333,-4.987348652531765,1.5,1.1518145244148974,1.1518145244148974,0,7590-VHVEG
0.06632741908223598,-0.2596289419448806,-0.1721981329410328,False,False,False,False,False,False,False,False,True,False,False,False,2.8333333333333335,47.108878587331255,0.0,0.044707619060364245,0.044707619060364245,0,5575-GNVDE
-1.2367242199587352,-0.3626603559551803,-0.9581216184613621,False,False,False,False,False,False,False,False,False,False,True,False,0.16666666666666666,-4.828369817970621,0.5,0.347472727199551,0.347472727199551,1,3668-QPYBK
0.5142514200025698,-0.7465354629935549,-0.19370641032566585,False,False,False,False,False,False,False,False,True,False,False,False,3.75,48.85764576750385,0.0,0.14460870471729048,0.14460870471729048,0,7795-CFOCW
-1.2367242199587352,0.19736523310080326,-0.9389296171027665,True,False,False,False,False,False,False,False,False,False,True,True,0.16666666666666666,-4.828369817970621,1.5,-0.18531206274473544,-0.18531206274473544,1,9237-HQITU
-0.9924020376385531,1.1595456961969886,-0.6438360513856013,True,False,False,False,False,False,False,False,False,False,True,True,0.6666666666666666,-3.8744968106037527,1.5,-0.7465573224406371,-0.7465573224406371,1,9305-CDSKC
-0.4223169455581282,0.8089065291619363,-0.14577052647252983,True,False,False,False,False,False,False,False,False,False,True,False,1.8333333333333333,-1.6487931267477283,0.5,-0.11791473062300226,-0.11791473062300226,0,1452-KIOVK
-0.9109613101984924,-1.1636465100352518,-0.8726400032147437,False,False,False,False,False,False,False,False,False,False,False,False,0.8333333333333334,-3.5565391414814638,0.0,1.0154444942579874,1.0154444942579874,0,6713-OKOMC
-0.1779947632379461,1.330710787214099,0.338066445709169,True,False,False,False,False,False,False,False,False,False,True,True,2.3333333333333335,-0.6949201193808603,1.5,0.4498686661003208,0.4498686661003208,1,7892-POOKP
1.2064976032430856,-0.28621769394753876,0.5330307077864886,False,False,False,False,False,False,False,False,True,False,False,False,5.166666666666667,51.560285955043305,0.0,-0.15256281998587318,-0.15256281998587318,0,6388-TABGU
-0.7888002190384014,-0.4922805219681379,-0.7466566471699855,False,False,False,False,False,False,False,False,False,False,True,False,1.0833333333333333,-3.07960263779803,0.5,0.3675645239998202,0.3675645239998202,0,9763-GRSKD
-0.6666391278783103,-1.5225946620711341,-0.8616542369198235,False,True,True,True,True,True,True,True,False,True,False,False,1.3333333333333333,91.09718526457591,0.0,1.3119501416850996,1.3119501416850996,0,7469-LKBCI
1.0436161483629645,1.182810854199314,1.5006384728348567,True,False,False,False,False,False,False,False,True,False,False,False,4.833333333333333,50.924370616798726,0.0,1.774971473898151,1.774971473898151,0,8091-TTVAX
0.6771328748826912,1.2941512532104444,1.2161556572941103,True,False,False,False,False,False,False,False,False,False,True,False,4.083333333333333,2.6436354064031775,0.5,1.5738893679861448,1.5738893679861448,1,0280-XJGEX
-0.30015585439803716,1.3539759452164248,0.17923608963803278,True,False,False,False,False,False,False,False,False,False,True,True,2.0833333333333335,-1.1718566230642942,1.5,0.24268135388455128,0.24268135388455128,0,5129-JLPIS
1.4915401492832983,1.611554480242174,2.477467222444021,True,False,False,False,False,False,False,False,False,True,False,False,5.75,99.52306349631657,0.0,3.9925734019827965,3.9925734019827965,0,3655-SNQYZ
0.7992939660427822,-1.4660935640654862,-0.5545160358672637,False,True,True,True,True,True,True,True,True,False,False,False,4.333333333333333,49.97049760943186,0.0,0.8129723913561017,0.8129723913561017,0,8191-XWSZG
1.5729808767233588,1.393859073220412,2.2511780845860048,True,False,False,False,False,False,False,False,False,True,False,False,5.916666666666667,99.84102116543885,0.0,3.1378249986351507,3.1378249986351507,0,9959-WOFKT
-0.9109613101984924,-0.31779183695069496,-0.7727312972916637,False,False,False,False,False,False,False,False,False,False,False,False,0.8333333333333334,-3.5565391414814638,0.0,0.24556769843561138,0.24556769843561138,1,4190-MFLUW
-0.46303730927815856,0.8404806721650927,-0.18393393147295561,True,False,False,False,False,False,False,False,False,False,True,True,1.75,-1.8077719613088727,1.5,-0.15459291435835784,-0.15459291435835784,0,4183-MYFRB
-1.2774445836787656,-0.8346107040023594,-0.988343505658231,False,False,False,False,False,False,False,False,False,False,True,True,0.08333333333333333,-4.987348652531765,1.5,0.8248820690535761,0.8248820690535761,1,8779-QRDMV
-0.8295205827584317,-1.4943441130683104,-0.9166051281661013,False,True,True,True,True,True,True,True,True,False,False,False,1.0,43.61134422698607,0.0,1.3697234772832376,1.3697234772832376,0,1680-VDCWW
-1.2774445836787656,-1.4827115340671475,-0.9969468166120843,False,True,True,True,True,True,True,True,False,False,False,False,0.08333333333333333,-4.987348652531765,0.0,1.4781845438422627,1.4781845438422627,1,1066-JKSGK
1.0436161483629645,-0.1615829189350795,0.5405972094715441,False,False,False,False,False,False,False,False,False,True,True,False,4.833333333333333,97.77429631614397,0.5,-0.0873512750745707,-0.0873512750745707,0,3638-WEABW
0.6771328748826912,-0.17155370093607614,0.30464589161920075,False,False,False,False,False,False,False,False,False,False,False,False,4.083333333333333,2.6436354064031775,0.0,-0.05226313018224463,-0.05226313018224463,0,6322-HRPFA
-0.0965540357978854,-0.31446824295036285,-0.33054317403528505,False,False,False,False,False,False,False,False,False,False,True,False,2.5,-0.376962450258571,0.5,0.1039453311581121,0.1039453311581121,0,6865-JZNKO
